2025-11-06 09:01:48,979 [edu.jpa.Launcher.main()] DEBUG [org.jboss.logging] - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2025-11-06 09:01:49,045 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.jpa.HibernatePersistenceProvider] - Located and parsed 1 persistence units; checking each
2025-11-06 09:01:49,046 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.jpa.HibernatePersistenceProvider] - Checking persistence-unit [name=persistenceUnits.lab01, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [persistenceUnits.lab01]
2025-11-06 09:01:49,048 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.jpa.boot.spi.ProviderChecker] - Persistence-unit [persistenceUnits.lab01] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2025-11-06 09:01:49,052 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.jpa.internal.util.LogHelper] - PersistenceUnitInfo [
	name: persistenceUnits.lab01
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Learn%20JVA-014%20Java%20Persistence%20with%20Hibernate/Labs%201/Labs/jpa-lab-01/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		jakarta.persistence.jdbc.password: 
		hibernate.dialect: org.hibernate.dialect.MySQL57Dialect
		hibernate.cache.use_second_level_cache: false
		hibernate.format_sql: true
		jakarta.persistence.jdbc.driver: com.mysql.cj.jdbc.Driver
		jakarta.persistence.jdbc.user: root
		jakarta.persistence.jdbc.url: jdbc:mysql://localhost/JPA_DB_01
		hibernate.hbm2ddl.auto: create
		hibernate.show_sql: true
		hibernate.cache.use.query_cache: false]
2025-11-06 09:01:49,054 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.integrator.internal.IntegratorServiceImpl] - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2025-11-06 09:01:49,056 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.integrator.internal.IntegratorServiceImpl] - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2025-11-06 09:01:49,058 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.integrator.internal.IntegratorServiceImpl] - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2025-11-06 09:01:49,088 [edu.jpa.Launcher.main()] INFO [org.hibernate.Version] - HHH000412: Hibernate ORM core version 5.5.2.Final
2025-11-06 09:01:49,089 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.cfg.Environment] - HHH000206: hibernate.properties not found
2025-11-06 09:01:49,150 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.service.spi.ServiceBinding] - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2025-11-06 09:01:49,159 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.cache.internal.RegionFactoryInitiator] - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2025-11-06 09:01:49,168 [edu.jpa.Launcher.main()] INFO [org.hibernate.annotations.common.Version] - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2025-11-06 09:01:49,212 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration boolean -> org.hibernate.type.BooleanType@1ecef0ac
2025-11-06 09:01:49,215 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration boolean -> org.hibernate.type.BooleanType@1ecef0ac
2025-11-06 09:01:49,215 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@1ecef0ac
2025-11-06 09:01:49,215 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@ab0a57
2025-11-06 09:01:49,216 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration true_false -> org.hibernate.type.TrueFalseType@34478f18
2025-11-06 09:01:49,217 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration yes_no -> org.hibernate.type.YesNoType@3047af65
2025-11-06 09:01:49,217 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration byte -> org.hibernate.type.ByteType@672923d3
2025-11-06 09:01:49,217 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration byte -> org.hibernate.type.ByteType@672923d3
2025-11-06 09:01:49,218 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@672923d3
2025-11-06 09:01:49,218 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration character -> org.hibernate.type.CharacterType@43bd48d7
2025-11-06 09:01:49,218 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration char -> org.hibernate.type.CharacterType@43bd48d7
2025-11-06 09:01:49,218 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@43bd48d7
2025-11-06 09:01:49,219 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration short -> org.hibernate.type.ShortType@58948537
2025-11-06 09:01:49,220 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration short -> org.hibernate.type.ShortType@58948537
2025-11-06 09:01:49,220 [edu.jpa.Launcher.main()] DEBUG [org.hibernate.type.BasicTypeRegistry] - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@58948537
